NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,User_Score
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,84,30,1015,8.3
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,62,21,6,6.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,80,12,97,6.8
0,0.03,0,0.01,0.03,65,23,11,7.8
0,0.03,0,0,0.03,79,32,159,8.1
0.01,0,0.02,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,60,13,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,40,7,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,7,9.7
0.03,0,0,0,0.03,60,5,5,7.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,31,7,11,5.4
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,0.01,0.01,20,8.6
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,5,8
0,0,0.03,0,0.03,65,17,44,7.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0.01,0.03,0.01,0.01,8,5.9
0.03,0,0,0,0.03,55,13,94,4.2
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,56,22,8,5.8
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,64,12,0.01,0.01
0,0.03,0,0,0.03,62,15,86,3.3
0.03,0,0,0,0.03,58,17,7,6.1
0,0.02,0,0.01,0.03,0.01,0.01,11,7.8
0.02,0.01,0,0,0.03,72,7,4,7.8
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,68,14,0.01,0.01
0.02,0.01,0,0,0.03,35,6,0.01,0.01
0.01,0.02,0,0,0.03,80,22,137,8.1
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,59,7,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,76,12,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,61,20,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0,0.02,0,0.03,76,29,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,0.01,0.01,9,7.8
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,74,9,56,7.6
0.02,0.01,0,0,0.03,63,6,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,64,8,0.01,0.01
0,0.03,0,0.01,0.03,59,9,19,5.8
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,88,15,188,8.8
0,0.03,0,0,0.03,65,9,0.01,0.01
0,0,0.03,0,0.03,80,33,27,7.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,48,10,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,91,34,493,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,54,5,4,8.8
0.01,0.02,0,0,0.03,76,10,9,7.3
0.02,0,0,0.01,0.03,57,11,9,7.8
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,67,40,10,7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,61,11,7,7.9
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,76,20,549,7.5
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0.01,0.03,0.01,0.01,6,7.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,4,7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,0.01,0.01,9,7.9
0.01,0.01,0,0,0.03,52,26,29,5.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,70,10,28,6.7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,43,7,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,83,31,128,8.3
0.03,0,0,0,0.03,0.01,0.01,7,7.1
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,74,8,70,8.3
0.01,0.01,0,0,0.03,66,16,10,7.8
0.03,0,0,0,0.03,56,6,6,5.8
0.02,0.01,0,0,0.03,64,22,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,71,27,12,7.1
0.02,0,0,0.01,0.03,0.01,0.01,99,6.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,56,11,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,47,5,0.01,0.01
0.02,0.01,0,0,0.03,78,20,6,9.3
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,79,21,18,7.8
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,68,7,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,46,8,19,6.3
0,0.02,0,0.01,0.03,77,26,90,9.1
0.02,0,0,0.01,0.03,55,19,34,4.7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,5,7.4
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,65,17,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,70,11,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,72,18,49,8.1
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,86,14,256,7.7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.01,0,0.02,0,0.03,0.01,0.01,9,4.6
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,58,16,0.01,0.01
0,0.03,0,0,0.03,79,39,90,7.1
0,0.02,0,0,0.03,67,28,8,5.8
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0,0.01,0,0.03,0.01,0.01,72,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,85,44,1862,8.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,55,35,6,6.5
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,59,14,164,5.8
0.02,0.01,0,0,0.03,46,11,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,51,5,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,62,10,6,7.5
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,64,14,35,6.1
0.02,0.01,0,0,0.03,57,13,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,35,7,7,8
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,57,11,0.01,0.01
0.02,0.01,0,0,0.03,59,17,0.01,0.01
0.02,0.01,0,0,0.03,62,6,0.01,0.01
0,0.02,0,0.01,0.03,64,75,4578,2.2
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,59,12,212,5.3
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,48,9,5,4.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,78,26,9,8.9
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,54,6,0.01,0.01
0,0.02,0,0,0.03,83,19,63,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,74,12,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,90,5,130,6.8
0.01,0.02,0,0,0.03,83,5,89,7.6
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,87,52,275,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,4,6.8
0.03,0,0,0,0.03,75,18,8,7.5
0,0.03,0,0,0.03,73,36,587,6.8
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,76,15,246,7.4
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,48,15,0.01,0.01
0.03,0,0,0,0.03,56,4,14,3.1
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,70,18,55,6.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,11,8.4
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.01,0.01,0,0.03,64,11,12,7.7
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,44,14,5,7.2
0,0,0.03,0,0.03,81,34,76,9
0.02,0.01,0,0,0.03,54,5,5,6.6
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,68,16,19,5.2
0.02,0.01,0,0,0.03,70,7,4,7
0.02,0.01,0,0,0.03,61,24,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,69,9,148,3.7
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,9,5.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,81,16,6,8.5
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,44,16,5,8.6
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,73,7,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,58,4,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,90,11,823,8.6
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,47,27,12,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,71,7,6,8.7
0,0.02,0,0,0.03,82,26,239,8.5
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,61,9,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,63,8,5,6.2
0.03,0,0,0,0.03,39,11,4,4.5
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,69,25,21,7
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,79,12,19,6.1
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,80,17,16,8
0.02,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,69,5,12,5.9
0.02,0.01,0,0,0.03,21,4,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,68,8,30,4.8
0.02,0.01,0,0,0.03,71,8,0.01,0.01
0.02,0.01,0,0,0.03,76,23,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,26,6,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,65,14,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,0.01,0.01,4,7.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,57,5,0.01,0.01
0.02,0,0,0,0.03,41,6,0.01,0.01
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,82,38,344,8.3
0.03,0,0,0,0.03,66,16,4,4.5
0.02,0,0,0,0.03,41,7,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,77,33,30,6.9
0.02,0.01,0,0,0.03,68,5,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0.01,0.03,0.01,0.01,6,8.2
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,78,33,14,7.9
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,45,14,0.01,0.01
0.03,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0.01,0.03,63,4,5,6.4
0,0.02,0,0,0.03,74,16,60,8.6
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,49,12,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,64,15,10,7.9
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,58,4,4,3.5
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,83,8,5,8.6
0.02,0.01,0,0,0.03,62,7,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,52,15,13,7
0.02,0.01,0,0,0.03,78,15,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,73,32,58,7.4
0.03,0,0,0,0.03,55,13,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,47,11,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,59,9,20,6
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,84,48,134,7.5
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,62,13,11,8.5
0.01,0,0.01,0,0.03,56,24,18,8.3
0,0.03,0,0,0.03,0.01,0.01,4,8.8
0,0.02,0,0.01,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,70,6,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,83,14,52,8.4
0,0.03,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,75,18,9,9
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,86,46,808,9
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0.02,0,0,0,0.03,66,10,0.01,0.01
0.02,0.01,0,0,0.03,74,22,6,9.3
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
0,0.02,0,0.01,0.03,74,44,605,7.6
0,0.02,0,0,0.03,0.01,0.01,0.01,0.01
0.02,0.01,0,0,0.03,76,17,11,6.5
0.01,0.01,0,0,0.03,0.01,0.01,0.01,0.01
0.01,0.01,0,0,0.03,55,30,0.01,0.01
0,0,0.03,0,0.03,0.01,0.01,0.01,0.01
