ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
586,B,Ship,3,3,234,3,medium,F,8,2334
7256,F,Road,4,1,152,2,high,M,2,5396
1797,A,Flight,4,1,242,2,low,M,34,3966
8599,D,Ship,6,3,278,4,low,F,9,1368
2122,B,Ship,4,4,168,2,medium,M,63,1474
9916,B,Ship,5,3,275,5,low,F,2,1816
4198,B,Ship,4,4,266,3,medium,F,5,4641
10341,A,Ship,6,5,287,5,low,M,2,5611
5610,F,Road,4,4,238,2,low,F,4,4337
7169,C,Ship,5,3,266,5,medium,F,2,1510
8456,F,Ship,5,5,231,3,medium,F,10,5361
4042,B,Ship,5,5,243,2,low,M,9,4669
8342,F,Road,6,4,285,4,medium,F,10,1422
9174,F,Road,$7,2,281,4,medium,F,2,1291
2925,A,Ship,2,2,152,4,low,F,48,1212
7271,C,Flight,4,3,155,3,high,F,2,4534
8100,F,Flight,5,1,282,5,low,M,6,5182
4683,A,Ship,4,4,163,3,low,M,3,4185
10213,D,Ship,5,5,237,5,medium,F,9,1709
4544,F,Ship,6,5,291,4,low,M,3,1102
9121,D,Ship,3,2,150,10,low,F,6,5580
1069,D,Ship,3,3,255,3,medium,M,23,3764
9186,F,Flight,$7,1,287,4,medium,M,9,1150
6809,C,Ship,3,3,242,2,low,F,7,4501
4022,F,Ship,3,5,194,3,low,M,8,5726
6921,A,Ship,6,3,245,4,low,M,10,1798
6009,A,Road,6,1,258,4,low,M,3,1506
4304,F,Ship,4,3,175,4,medium,F,5,5177
5115,A,Ship,5,3,197,3,medium,F,2,4678
2507,C,Ship,5,4,243,3,low,F,35,2899
6621,A,Ship,5,5,230,3,low,F,10,5163
7723,D,Ship,$7,4,308,5,medium,F,7,1563
6912,F,Ship,5,4,260,6,low,F,2,1765
9201,A,Ship,4,2,215,2,high,F,10,4061
8792,F,Ship,5,2,211,2,medium,F,2,5077
9411,A,Ship,4,4,258,5,low,M,7,1261
6544,B,Ship,6,1,261,4,medium,F,8,1524
216,F,Ship,2,5,158,3,low,F,40,1722
10938,F,Road,5,3,229,5,low,F,10,1951
10823,C,Flight,3,3,197,3,medium,M,8,4568
4941,A,Flight,3,5,251,3,high,F,4,4156
10316,F,Ship,4,2,146,3,low,F,9,5871
34,B,Ship,4,2,234,3,medium,M,4,3261
8112,F,Ship,3,3,217,4,medium,F,3,5602
5764,B,Flight,5,4,219,5,low,M,5,1867
2641,D,Ship,4,5,137,2,medium,F,14,1796
9710,F,Road,4,3,219,6,medium,F,2,1634
9353,C,Ship,5,4,226,6,low,F,3,1223
8766,F,Flight,3,5,179,3,low,M,2,4913
7199,C,Ship,6,4,291,4,low,F,5,1112
8654,F,Ship,4,1,255,5,low,F,9,1793
1505,C,Flight,5,2,206,6,medium,M,23,2016
702,F,Flight,4,2,197,7,medium,M,43,3730
1849,D,Ship,5,5,123,2,low,F,60,1653
7472,F,Ship,$7,2,282,5,low,M,6,1744
4954,B,Ship,3,3,181,3,medium,F,3,5620
4287,A,Ship,3,5,170,7,low,F,7,4373
8248,B,Ship,4,5,270,10,medium,M,9,5085
1756,B,Road,5,3,160,3,high,M,25,1977
889,D,Ship,3,5,212,3,high,M,6,2069
8099,C,Flight,2,2,242,3,high,M,9,4717
4148,F,Ship,5,1,235,3,low,F,7,5061
6867,A,Flight,$7,1,302,4,low,M,4,1647
3108,F,Ship,3,5,213,2,low,F,39,2857
69,A,Ship,4,2,231,4,medium,F,6,2512
8053,D,Ship,6,4,253,4,medium,M,9,1488
5781,A,Ship,5,4,269,5,low,F,4,1537
10312,B,Ship,3,5,174,3,low,M,7,5672
3575,C,Flight,3,3,149,3,medium,F,3,4189
10273,D,Flight,4,4,160,3,medium,M,5,4440
5478,F,Flight,4,4,198,6,medium,M,9,5730
1030,B,Ship,3,1,229,2,medium,F,12,3111
6234,F,Ship,3,4,236,3,medium,F,5,5466
9067,D,Ship,5,5,196,3,medium,M,7,4084
6356,F,Ship,2,4,114,4,low,M,9,4452
8007,A,Ship,6,3,260,5,low,M,8,1324
6168,F,Flight,4,3,181,3,low,F,5,5398
10864,B,Ship,4,2,261,3,low,M,4,5345
7805,C,Flight,3,3,244,4,medium,M,10,5181
8578,B,Ship,5,4,230,3,medium,M,6,4257
2391,A,Ship,4,2,139,3,medium,M,5,1674
918,F,Ship,5,3,188,7,medium,M,3,3637
3560,F,Flight,5,3,194,7,medium,F,10,5700
9460,B,Flight,5,5,286,4,high,F,10,1071
9718,B,Road,4,5,268,3,medium,M,9,5521
1498,B,Road,3,2,180,2,low,M,53,1853
960,F,Flight,5,2,217,3,high,M,21,2600
8872,B,Ship,5,5,245,5,low,M,10,1289
996,F,Ship,4,2,141,2,medium,M,52,1012
9725,C,Flight,5,1,139,3,medium,M,2,5632
6532,B,Ship,3,3,240,7,medium,M,3,4385
10006,B,Flight,3,1,199,3,high,M,3,5127
4315,D,Ship,2,1,147,3,low,M,3,4120
5915,C,Ship,4,5,205,4,medium,F,5,5264
3566,F,Flight,5,1,279,8,low,F,6,5888
4965,A,Ship,4,1,177,2,medium,M,6,5566
6188,F,Ship,4,2,280,4,low,M,9,5288
4743,A,Ship,3,5,267,2,high,M,2,5062
700,B,Flight,6,5,113,3,high,M,31,1037
3715,D,Flight,3,4,154,3,low,F,2,4990
2716,B,Road,3,2,268,2,low,M,20,2731
6380,F,Ship,5,3,266,3,low,M,4,4969
6125,C,Ship,4,5,194,3,medium,M,3,5168
6789,A,Ship,3,4,250,6,medium,M,1,4543
1217,C,Road,3,5,256,3,low,F,62,2971
8273,C,Ship,$7,4,290,4,low,F,10,1886
514,B,Ship,5,3,250,5,low,M,12,2722
6297,A,Road,4,3,246,6,low,F,10,1176
8902,B,Flight,5,2,244,5,low,M,1,1875
4405,D,Ship,3,4,246,3,low,M,1,4020
159,A,Ship,5,5,205,2,high,M,65,3671
7231,D,Ship,4,3,171,2,medium,M,10,5211
445,D,Ship,3,3,135,3,low,F,19,1366
9387,A,Ship,4,4,175,3,medium,M,2,4004
3168,F,Flight,3,2,129,3,high,M,9,4342
4008,F,Ship,5,2,229,3,low,M,1,5189
6054,F,Ship,6,2,293,6,low,F,10,1919
5153,C,Ship,3,1,134,3,medium,M,10,4200
4867,D,Ship,4,3,158,5,medium,F,7,4344
6436,B,Flight,3,5,189,2,low,M,8,4567
6577,D,Flight,6,5,260,4,low,F,2,1221
744,F,Ship,3,3,153,5,low,M,35,1089
5217,A,Flight,6,2,293,5,low,M,2,1494
6466,B,Ship,4,1,253,4,low,F,1,5621
3120,F,Ship,4,2,155,5,low,F,48,1043
2631,A,Ship,3,5,185,2,medium,M,27,3624
2419,D,Ship,5,2,96,2,low,F,50,1186
7394,F,Flight,4,5,152,7,low,M,9,4224
653,C,Ship,5,2,209,4,medium,F,12,2933
3183,A,Ship,3,3,132,3,low,M,6,5721
4930,B,Flight,5,1,264,2,medium,F,3,4056
3951,A,Road,4,3,270,2,low,M,7,5814
5267,C,Ship,6,2,304,5,medium,M,6,1178
3981,A,Flight,5,3,244,2,low,M,5,4713
1557,A,Ship,5,2,191,3,high,F,52,2028
1432,B,Ship,5,5,180,5,medium,M,35,1725
7706,F,Ship,6,4,284,4,low,F,9,1845
8386,B,Ship,4,5,231,3,low,F,4,5174
5109,A,Ship,4,3,136,3,medium,M,10,4299
8136,F,Ship,6,2,213,2,medium,F,7,5415
5850,F,Ship,4,3,248,2,medium,M,2,4701
2681,C,Ship,5,2,243,2,medium,M,58,2758
4670,F,Flight,4,4,224,5,low,F,9,4902
3072,F,Ship,3,2,238,2,low,M,19,2196
10730,F,Ship,5,4,232,5,medium,M,5,1861
2487,A,Ship,2,2,147,2,medium,F,49,1447
8041,D,Ship,4,5,226,5,medium,M,8,1133
4424,F,Ship,4,3,262,2,low,M,10,5524
1813,D,Ship,4,2,185,2,medium,M,4,2212
7964,F,Ship,5,1,236,6,low,M,4,1123
4692,F,Ship,4,1,144,4,medium,M,8,4303
803,C,Road,3,2,262,2,low,F,26,2370
2699,C,Ship,4,3,269,3,low,F,7,2538
10036,B,Ship,3,3,219,3,high,M,5,4321
2186,F,Road,5,3,219,3,low,M,1,2027
760,B,Ship,3,3,202,3,medium,F,35,3986
5648,F,Ship,6,5,273,5,medium,M,10,5756
3771,A,Ship,3,5,157,3,low,M,7,5100
8534,F,Ship,5,4,271,2,medium,F,6,4801
9628,B,Ship,5,5,236,5,low,M,3,1933
8543,C,Ship,4,5,144,8,medium,F,2,4956
3944,F,Ship,4,5,222,2,medium,M,2,4425
5806,B,Ship,3,3,178,3,low,M,3,5396
7835,C,Ship,4,3,234,3,medium,F,9,4868
2421,A,Ship,5,2,249,5,high,F,28,2846
10003,D,Flight,4,4,153,3,medium,M,3,4422
10301,C,Ship,4,2,207,3,medium,F,5,4702
2669,C,Ship,4,3,154,3,low,M,33,1101
1118,F,Ship,4,4,205,3,low,F,11,2255
10320,F,Ship,3,3,169,2,medium,F,8,4281
3423,A,Flight,3,4,255,4,low,M,10,4107
6480,F,Ship,4,4,142,10,high,F,7,4624
5780,F,Ship,6,3,272,4,low,M,5,1355
1449,A,Ship,5,3,177,3,low,F,1,1916
10180,B,Ship,$7,2,254,4,low,M,6,1006
4030,B,Ship,4,1,209,2,low,F,10,5066
3436,B,Flight,3,4,217,2,medium,F,9,5450
1586,F,Ship,3,5,234,2,high,M,4,2701
7348,B,Ship,3,3,232,2,low,M,5,4255
9670,B,Ship,6,5,271,4,low,M,3,1710
677,C,Road,4,5,189,2,low,F,15,2457
5957,C,Ship,2,5,241,3,medium,F,3,4253
8763,A,Road,3,4,232,5,medium,M,9,5759
6278,F,Road,$7,5,296,4,low,M,8,1686
3148,B,Flight,4,2,272,3,high,F,6,4559
9571,D,Road,4,4,146,2,medium,F,5,4356
4031,C,Ship,3,2,154,2,medium,M,4,5864
2581,D,Road,5,2,236,2,low,M,24,3679
2339,C,Flight,2,5,255,4,low,F,36,2093
596,F,Ship,3,1,185,3,low,M,61,3280
4823,C,Ship,6,3,260,4,medium,M,9,1800
10027,D,Ship,5,3,255,4,medium,F,4,4178
10833,A,Flight,3,1,148,4,low,M,9,5536
10376,F,Ship,4,3,216,2,low,M,4,5997
4697,C,Ship,3,5,204,2,medium,F,5,4504
1105,D,Flight,3,4,188,4,low,F,49,3067
10567,D,Ship,3,4,254,2,medium,M,2,5957
5427,A,Ship,4,4,239,3,low,M,4,4756
5398,B,Ship,5,3,202,4,low,M,6,5107
8145,A,Ship,4,5,266,3,medium,F,2,4867
3969,A,Flight,3,3,234,3,medium,F,3,4187
8999,C,Ship,5,4,145,4,low,M,4,4790
4919,C,Road,3,3,162,2,medium,M,7,5719
9090,F,Ship,$7,1,308,4,medium,F,2,1504
10461,A,Ship,4,2,267,5,low,M,3,1933
3043,D,Ship,4,5,267,3,low,F,53,3742
6310,B,Flight,5,5,251,6,medium,M,4,1077
920,F,Ship,3,2,160,10,medium,M,25,1548
9369,A,Ship,3,3,189,3,medium,F,1,5896
6872,F,Ship,5,2,266,5,low,F,10,1274
2458,B,Road,5,2,137,3,medium,M,47,1023
7034,F,Ship,4,3,196,2,high,M,10,5709
5362,B,Ship,4,2,251,2,low,F,10,4898
3611,C,Ship,2,2,152,4,low,M,6,4606
204,F,Ship,5,3,161,5,high,M,48,1883
9430,B,Road,4,2,274,5,low,F,8,1246
9079,D,Ship,4,3,225,2,medium,F,2,4169
1665,A,Ship,3,5,204,3,low,F,45,2513
360,F,Ship,4,3,131,5,low,M,6,1659
3037,D,Ship,5,1,270,3,high,M,52,3908
3909,A,Ship,4,2,173,2,medium,M,9,4307
7230,F,Ship,3,5,151,2,low,M,3,5039
2735,C,Road,3,2,144,5,medium,M,43,1027
5313,A,Ship,5,5,257,3,medium,F,5,5084
2632,B,Ship,5,3,167,3,low,F,5,1772
2706,F,Ship,3,3,253,5,low,F,63,3788
3259,D,Ship,5,1,246,3,medium,F,10,4078
10288,B,Flight,3,3,215,2,low,F,2,5661
3430,B,Flight,3,5,245,6,high,M,9,4793
6903,A,Ship,5,2,254,5,high,M,6,1491
3272,F,Road,5,4,263,2,medium,F,5,4595
10021,D,Ship,3,3,158,2,low,F,4,5960
765,A,Ship,3,4,157,3,low,F,32,1370
8107,D,Ship,4,3,246,3,low,M,5,4384
2300,F,Ship,4,1,229,3,medium,F,20,2891
7468,B,Ship,5,1,245,5,low,F,5,1996
8299,D,Ship,3,4,209,2,high,F,5,4363
4644,F,Road,3,2,236,3,medium,M,8,5783
2204,F,Flight,3,3,154,4,medium,F,62,1616
5922,F,Ship,5,4,267,2,medium,M,4,4053
3725,C,Ship,5,1,245,3,medium,M,9,5690
8645,C,Flight,5,1,255,5,low,M,3,1574
5112,F,Ship,3,3,141,3,low,F,7,4954
2944,B,Ship,4,3,259,3,high,M,45,3761
7826,F,Flight,2,4,233,4,medium,F,4,5408
6248,F,Ship,3,1,177,4,low,F,6,5037
8210,F,Road,4,3,152,4,medium,F,4,5809
1739,C,Ship,4,5,208,2,medium,M,33,2170
1108,B,Flight,3,1,211,2,low,F,45,3332
8875,D,Ship,5,1,252,5,low,M,4,1308
2815,D,Ship,3,3,214,2,low,M,28,3869
985,D,Ship,3,3,167,3,medium,F,24,1111
7698,F,Ship,3,2,189,3,high,M,1,4997
3663,A,Ship,4,3,272,2,medium,F,5,4681
4944,F,Flight,3,5,135,3,low,M,3,4938
7755,A,Ship,$7,5,285,4,low,M,6,1591
6185,C,Ship,5,5,266,5,low,F,9,4500
2842,B,Ship,4,2,180,3,low,M,3,1518
7296,F,Ship,4,3,252,2,low,M,6,5266
1201,D,Ship,4,2,238,3,low,F,28,1915
6916,B,Ship,5,3,262,5,low,F,10,1197
9337,D,Ship,5,4,157,7,medium,F,9,4272
9786,F,Ship,5,1,183,3,medium,F,8,4531
7312,B,Ship,3,2,192,3,low,M,1,4308
10928,F,Ship,5,3,219,5,low,M,7,1993
4928,F,Flight,5,5,137,4,low,M,4,5888
611,C,Ship,3,4,134,2,medium,M,43,1198
6585,A,Flight,5,1,267,5,low,F,4,1097
1779,A,Flight,3,3,206,2,medium,M,62,3558
8994,F,Ship,3,4,260,3,low,F,8,5215
2264,F,Ship,3,5,225,3,low,F,1,2864
10148,F,Flight,6,2,282,4,medium,F,9,1385
7707,A,Ship,5,3,232,5,medium,F,2,1057
5623,D,Flight,4,3,266,6,medium,F,5,5209
8214,F,Road,4,5,179,3,low,F,4,4487
6399,A,Ship,3,4,145,3,low,F,7,4079
3888,F,Ship,4,3,174,2,low,M,10,5554
4682,F,Ship,5,4,139,2,medium,F,2,4217
4388,F,Flight,5,2,165,3,medium,F,10,5598
5218,B,Flight,6,4,275,4,low,M,9,1585
3496,B,Ship,4,1,134,2,medium,F,7,5967
6148,B,Road,2,1,185,6,medium,F,7,4138
274,B,Flight,2,3,183,2,medium,F,52,3199
2241,A,Ship,3,3,168,3,medium,M,11,1008
4819,D,Ship,4,3,260,5,low,M,10,1832
2154,F,Ship,4,5,133,2,medium,M,39,1106
3368,F,Ship,4,1,178,8,medium,F,6,4872
3160,B,Flight,3,1,162,8,high,F,10,5429
75,A,Ship,6,1,238,6,low,F,13,2442
6667,D,Ship,3,2,225,3,high,M,5,4304
6806,F,Ship,3,1,192,3,low,F,9,5004
7623,A,Ship,3,5,266,2,high,F,3,5195
10669,D,Road,4,4,233,5,low,F,10,1173
9633,A,Ship,5,1,172,2,low,F,9,1723
6433,D,Road,3,4,194,2,medium,M,7,5553
10369,D,Ship,5,2,213,3,low,M,9,5526
977,C,Ship,3,2,165,2,low,F,24,1966
8748,F,Road,5,5,221,3,medium,M,9,5295
10924,B,Ship,5,5,221,5,low,F,3,1220
2037,A,Road,4,2,172,2,low,M,23,1019
529,D,Road,5,5,261,3,medium,F,8,3257
1943,C,Ship,4,2,194,4,medium,F,26,3818
10403,C,Road,3,5,166,3,high,F,5,5206
4588,B,Ship,4,1,145,3,low,M,3,5618
9714,F,Road,4,2,247,5,low,M,10,1515
8819,C,Ship,4,5,234,5,low,F,2,1087
4524,F,Flight,3,1,170,3,low,M,3,4454
2352,F,Ship,5,1,237,4,low,M,33,2605
10786,B,Ship,5,1,248,5,medium,F,5,1861
8920,B,Flight,4,4,248,5,medium,M,2,1651
7899,A,Ship,3,4,273,2,medium,M,2,4219
7074,F,Ship,4,3,195,4,medium,F,1,5004
8631,A,Flight,$7,1,254,4,medium,M,6,1279
4258,B,Flight,4,2,239,2,low,F,10,4028
3335,C,Ship,6,5,266,5,low,M,10,4140
3252,F,Ship,6,5,189,2,high,M,4,5898
7442,F,Ship,4,3,157,7,low,F,3,4878
258,F,Road,2,2,129,3,medium,F,22,6614
2926,B,Ship,3,1,161,3,low,F,57,1918
838,B,Flight,5,2,278,2,low,F,17,2493
9127,D,Ship,5,1,140,8,medium,M,7,5437
5937,A,Ship,6,3,202,4,medium,F,3,4496
831,A,Flight,4,4,201,3,high,F,7,2644
3564,F,Flight,2,5,134,10,high,M,8,5472
1193,C,Ship,4,4,246,2,low,M,11,2282
9901,D,Ship,3,2,194,3,medium,F,7,4727
3162,F,Flight,5,1,231,7,high,F,9,5558
4212,F,Ship,4,3,144,2,low,F,5,4882
3577,D,Flight,4,5,168,4,medium,F,4,4776
9683,C,Ship,6,5,254,4,medium,M,4,1887
6003,A,Road,6,4,282,4,low,M,6,1580
7069,D,Ship,2,3,163,3,low,F,4,4862
7566,F,Ship,4,2,236,3,low,M,4,4800
1570,B,Ship,5,1,129,5,medium,M,35,1458
10327,D,Ship,4,1,238,3,low,F,10,4172
7894,B,Ship,4,2,263,3,low,F,7,5395
1405,D,Ship,4,3,150,2,low,M,51,1491
8639,C,Flight,5,3,154,4,low,F,3,1066
2174,F,Road,4,3,268,3,medium,F,23,2996
10941,A,Road,4,1,192,4,low,M,3,1689
1638,F,Road,5,4,140,4,high,F,5,1130
3757,D,Ship,3,2,108,4,low,F,5,4787
9529,D,Ship,5,4,273,2,low,F,1,5008
5580,F,Ship,5,5,139,4,medium,F,3,4433
7383,A,Road,6,3,232,5,high,M,10,4576
5826,F,Ship,4,4,272,3,low,M,9,5458
6206,F,Ship,3,2,126,10,low,M,3,4073
3927,A,Ship,2,3,178,3,medium,F,8,4451
3873,A,Ship,4,2,201,3,medium,M,7,5967
6972,F,Road,3,5,151,2,medium,M,8,4408
9830,F,Ship,5,3,201,6,low,F,3,4025
4334,F,Ship,5,4,255,6,low,M,3,4638
10940,F,Road,5,4,242,5,low,F,10,1365
7255,D,Road,3,2,229,3,low,M,2,4447
3126,F,Road,4,4,197,3,medium,F,41,3280
4645,D,Road,5,3,222,2,medium,M,3,4460
605,C,Ship,4,3,187,2,low,F,58,3665
6247,D,Ship,3,3,126,10,low,M,10,4128
5503,D,Ship,$7,2,283,5,low,F,10,1722
5430,F,Ship,3,4,156,3,medium,M,6,5255
590,F,Ship,3,2,178,2,medium,F,59,1933
3445,D,Ship,2,2,240,5,low,M,7,4138
5356,B,Flight,4,1,231,3,medium,M,2,4940
3010,B,Flight,5,4,147,6,medium,F,21,1145
5144,F,Ship,5,2,206,2,medium,F,2,5627
6377,C,Ship,3,4,188,4,medium,M,5,5216
6330,F,Ship,4,3,228,3,medium,F,1,5129
8516,F,Ship,3,5,193,2,low,F,10,5776
131,C,Road,3,5,179,2,low,F,17,1364
10408,B,Flight,4,3,248,5,low,M,3,1093
10464,F,Ship,5,5,257,5,medium,F,6,1101
2412,F,Ship,6,5,233,6,medium,M,48,3341
1126,B,Ship,6,4,283,5,medium,F,35,2686
10439,C,Ship,4,1,189,10,medium,F,2,4505
8811,A,Ship,4,4,266,7,medium,F,10,5901
3793,D,Ship,4,1,180,3,low,F,1,5677
5082,F,Flight,5,4,240,4,medium,F,2,5215
1545,A,Ship,3,5,175,2,low,M,59,1051
9544,B,Ship,3,5,247,3,medium,F,7,4966
22,B,Ship,3,1,232,4,medium,F,51,2899
6332,F,Ship,3,4,239,4,medium,F,8,4537
8223,A,Flight,4,2,203,4,medium,F,9,4217
8768,F,Flight,4,4,209,6,low,F,7,4852
10014,F,Flight,4,1,266,3,low,M,10,4382
6306,F,Flight,5,1,272,6,medium,F,2,1681
6457,D,Ship,3,5,195,3,medium,F,9,4224
588,F,Ship,3,5,194,2,medium,M,4,3496
8765,C,Flight,4,1,156,2,medium,M,4,5225
1628,F,Road,4,2,104,7,medium,F,46,1438
1268,F,Ship,3,2,233,5,low,M,44,2010
9552,F,Ship,3,1,274,4,low,M,3,5979
2866,B,Road,5,1,109,2,high,M,23,1479
10141,D,Flight,$7,1,254,4,low,M,9,1876
3739,D,Ship,5,4,263,2,high,F,8,4914
6182,F,Flight,3,4,201,3,high,M,7,4887
2475,A,Flight,3,4,212,3,medium,F,13,2307
527,C,Road,5,1,206,2,low,M,2,3490
2875,D,Flight,5,2,193,2,low,F,1,2775
5927,C,Ship,6,3,202,3,low,F,5,4930
4113,A,Flight,5,4,143,5,medium,F,5,4393
8716,B,Ship,2,1,198,2,low,M,8,4323
7740,F,Ship,4,4,267,5,medium,F,9,1716
8072,F,Road,4,1,241,2,low,M,3,5672
285,A,Flight,5,5,230,3,low,F,32,3249
3693,A,Road,5,3,203,2,medium,M,4,4311
10555,D,Flight,4,3,248,3,medium,F,5,4667
1791,A,Flight,6,2,205,5,medium,F,61,2018
4306,B,Ship,6,1,271,10,medium,M,5,5459
1909,D,Road,5,3,220,3,low,M,37,2294
9942,F,Ship,5,3,263,5,medium,F,6,1192
6237,A,Ship,4,2,210,3,low,F,9,4163
10107,A,Ship,4,2,199,3,low,M,7,5342
10727,C,Ship,5,1,219,5,low,M,8,1419
7036,B,Ship,2,1,219,4,low,M,6,5124
3812,F,Road,2,5,147,2,medium,F,8,5499
7170,F,Ship,6,3,290,4,low,M,5,1784
1481,C,Road,4,1,226,3,low,F,28,2211
4476,F,Ship,2,2,278,2,medium,F,9,4318
8911,D,Flight,6,5,299,4,low,M,2,1192
6308,F,Flight,5,3,247,5,low,M,10,1699
2077,D,Ship,3,4,172,10,high,F,23,1875
6600,F,Ship,$7,3,310,5,low,F,5,1563
5750,F,Flight,4,1,179,3,high,M,5,4129
7356,F,Ship,3,2,220,3,low,F,7,5503
10294,B,Ship,2,4,144,2,medium,M,5,5867
2239,D,Ship,2,5,236,3,medium,F,13,2171
5787,A,Ship,6,5,269,4,low,M,5,1264
8834,F,Ship,$7,3,307,4,low,F,1,1589
8864,F,Ship,6,2,305,4,low,M,2,1196
2133,A,Ship,4,1,235,3,high,F,22,3695
3647,C,Ship,5,5,135,3,medium,M,2,5849
1293,A,Ship,5,5,133,3,medium,F,21,1648
910,B,Ship,4,5,186,10,low,F,42,3521
9318,F,Flight,5,2,217,2,medium,F,6,4120
9617,C,Ship,4,1,272,2,low,M,1,5666
2054,F,Flight,2,5,162,4,medium,M,49,1671
10810,B,Road,4,2,220,6,medium,M,10,1878
882,F,Ship,4,5,190,2,low,M,36,3548
499,D,Ship,5,5,271,2,low,M,27,3957
814,B,Road,3,2,140,2,high,F,7,1401
8010,F,Ship,6,4,268,4,medium,F,3,1586
6389,C,Ship,4,4,159,3,low,F,1,4194
3576,F,Flight,4,5,275,6,medium,M,10,1400
802,B,Road,3,4,261,2,medium,F,1,3398
8802,F,Ship,5,2,164,3,medium,F,6,4302
3503,C,Ship,3,1,135,2,medium,M,2,4163
5567,C,Ship,3,2,189,6,low,M,7,4329
9105,A,Ship,6,4,249,4,low,M,10,1318
1806,F,Ship,4,1,151,2,medium,M,6,1114
1148,F,Ship,5,5,174,6,medium,F,26,1184
1169,C,Ship,4,3,177,4,low,M,38,1767
10167,A,Ship,2,5,271,3,low,M,9,4185
1418,F,Ship,3,3,166,2,low,F,45,1791
8487,A,Road,4,4,206,3,low,M,2,5572
5309,C,Ship,3,3,207,3,low,M,7,4816
3604,B,Ship,4,2,275,6,medium,M,9,1890
1600,B,Ship,3,3,198,3,low,M,49,2446
6527,C,Ship,4,2,142,10,high,F,9,4280
10958,F,Flight,4,3,229,4,low,F,7,4829
9874,B,Flight,3,5,202,4,medium,F,7,4458
3702,F,Flight,3,1,194,2,low,M,8,4335
6098,F,Ship,3,5,160,3,low,F,8,4106
1955,C,Ship,5,4,228,3,medium,M,20,3382
1718,F,Ship,3,1,101,2,medium,F,56,1184
10208,F,Ship,5,1,259,6,low,F,2,1876
1245,A,Flight,4,2,136,2,medium,F,17,1285
5788,B,Ship,$7,5,265,4,low,F,9,1393
7629,A,Ship,4,4,255,3,high,F,3,5616
2142,F,Ship,3,3,261,3,medium,M,14,3479
334,B,Ship,3,4,211,3,medium,M,8,3710
980,F,Ship,4,4,140,2,low,F,47,1831
2076,F,Ship,3,1,176,3,low,F,63,1420
8824,B,Ship,6,2,305,4,low,F,9,1567
1527,A,Ship,3,1,230,2,medium,M,28,3646
5916,F,Ship,5,5,185,3,low,M,5,4520
9586,B,Flight,2,4,184,5,medium,M,9,5812
1829,C,Ship,4,4,259,2,medium,M,44,2132
2671,D,Ship,5,2,246,2,low,F,4,3617
169,D,Ship,4,2,250,3,low,F,53,2478
8188,B,Ship,3,1,218,4,low,M,6,5480
10960,B,Flight,4,2,227,10,low,F,10,4619
10353,A,Ship,3,2,214,2,medium,F,9,4512
4734,F,Ship,3,5,265,3,medium,F,8,5980
5797,D,Ship,4,3,207,5,high,F,6,4145
531,A,Road,3,2,237,2,high,M,26,3103
10275,A,Flight,5,5,213,3,medium,M,5,5247
4346,F,Ship,4,3,245,3,low,M,8,4826
9941,C,Ship,5,5,251,5,medium,F,10,1683
6060,F,Ship,3,4,168,3,low,M,5,5964
5964,F,Ship,6,4,266,4,low,M,5,1639
5851,D,Ship,2,4,114,5,high,F,5,5334
4047,A,Ship,4,5,233,4,low,F,6,4652
10552,B,Flight,5,3,119,2,low,M,8,5290
772,B,Ship,4,3,179,3,medium,M,40,1584
3058,B,Ship,5,5,257,4,medium,M,31,2040
9933,A,Ship,4,2,228,5,low,F,3,1473
533,C,Road,4,3,192,3,low,F,43,3498
51,A,Ship,4,1,183,3,low,M,37,2042
2252,F,Ship,5,1,143,2,low,M,46,1387
8338,B,Road,5,4,271,5,low,M,4,1320
6583,D,Flight,$7,2,279,4,medium,F,1,1480
3796,B,Ship,3,5,252,3,high,F,4,4248
10315,D,Ship,3,4,195,2,low,F,5,4660
500,F,Ship,5,1,201,3,low,F,47,2657
5340,F,Flight,5,1,162,3,medium,F,1,5537
7544,F,Flight,4,4,155,3,medium,M,6,5033
6960,F,Ship,5,3,206,3,low,F,1,4645
4065,A,Ship,3,1,169,3,low,F,6,4081
5716,B,Ship,4,4,179,3,high,F,1,5242
2964,F,Ship,3,3,200,3,low,M,46,2460
1300,B,Ship,3,4,160,2,medium,M,32,1085
1388,F,Ship,4,4,161,2,medium,M,59,1941
9444,F,Road,5,2,258,5,low,M,3,1824
6558,F,Road,6,2,246,4,medium,F,7,1297
5148,F,Ship,3,4,106,6,medium,F,7,4621
4771,D,Road,4,5,180,3,medium,F,1,5088
950,F,Road,4,1,258,3,medium,M,53,2428
3151,D,Flight,3,3,238,8,medium,F,3,4943
1854,F,Ship,3,3,190,7,medium,F,7,2400
5482,B,Flight,3,5,162,3,medium,M,1,4480
6615,A,Ship,$7,3,307,4,low,M,4,1653
9566,F,Road,4,4,153,2,low,F,8,4248
8158,B,Ship,4,5,101,6,medium,M,8,4146
3253,D,Ship,3,2,160,3,medium,F,6,4808
10973,C,Flight,4,1,249,5,low,F,10,1762
4654,B,Flight,5,3,234,3,low,F,6,4632
4452,F,Ship,5,2,168,2,high,F,3,4928
4056,F,Ship,4,3,164,2,low,F,3,1376
2504,F,Ship,5,4,156,2,low,F,57,1842
4676,F,Ship,4,4,269,4,medium,F,3,5032
