UDI,Product,type,Air,Process,Rotationa2,Torque,Too2,Target
8766,255945,2,297.4,308.8,1353,49.4,188,0
8767,255946,2,297.5,308.8,1360,50.7,190,0
8768,255947,2,297.5,308.6,1380,53.5,192,0
8769,123628,1,297.5,308.7,1363,53.6,194,0
8770,123629,1,297.4,308.6,1452,41.2,197,0
8771,255950,2,297.4,308.6,1680,32.8,200,0
8772,255951,2,297.5,308.6,1536,39,202,0
8773,255952,2,297.5,308.6,1621,28.9,0,0
8774,255953,2,297.5,308.6,1585,37.6,2,0
8775,123634,1,297.6,308.7,1408,51.5,4,0
8776,338189,3,297.5,308.6,1536,38.7,7,0
8777,255956,2,297.5,308.6,1352,52.6,12,0
8778,338191,3,297.5,308.6,1481,38.8,14,0
8779,255958,2,297.5,308.7,1454,45,19,0
8780,123639,1,297.5,308.6,1349,51.5,21,0
8781,123640,1,297.5,308.6,1327,52.1,24,0
8782,255961,2,297.6,308.7,1552,42.3,27,0
8783,255962,2,297.5,308.7,1456,44.7,29,0
8784,123643,1,297.6,308.6,1254,45.8,31,0
8785,255964,2,297.5,308.6,1437,43.3,34,0
8786,255965,2,297.5,308.6,1694,27.1,36,0
8787,255966,2,297.5,308.5,1306,50.7,38,0
8788,123647,1,297.5,308.5,1699,30.1,40,0
8789,255968,2,297.4,308.5,1369,53.2,43,0
8790,255969,2,297.4,308.5,1471,43.9,45,0
8791,255970,2,297.4,308.5,1410,43.9,47,0
8792,123651,1,297.4,308.5,1412,45.5,49,0
8793,255972,2,297.4,308.5,1418,51.2,52,0
8794,255973,2,297.4,308.5,1782,25.9,54,0
8795,123654,1,297.4,308.5,1497,36.4,56,0
8796,255975,2,297.3,308.4,1459,39.4,59,0
8797,255976,2,297.2,308.3,1796,23.8,61,0
8798,255977,2,297.2,308.3,1569,31.2,63,0
8799,255978,2,297.3,308.4,1469,46.7,65,0
8800,255979,2,297.3,308.4,1472,41.3,67,0
8801,255980,2,297.4,308.5,1475,47.2,69,0
8802,255981,2,297.4,308.6,1488,36.4,71,0
8803,255982,2,297.4,308.6,1524,43.1,73,0
8804,255983,2,297.4,308.5,1486,48.6,75,0
8805,123664,1,297.5,308.6,1255,60.7,77,0
8806,123665,1,297.4,308.6,1469,42.6,80,0
8807,255986,2,297.4,308.5,1692,34.3,83,0
8808,123667,1,297.4,308.6,1604,32.8,85,0
8809,255988,2,297.4,308.6,1446,48.1,88,0
8810,255989,2,297.3,308.5,1503,43.3,90,0
8811,123670,1,297.3,308.5,1625,32.8,92,0
8812,255991,2,297.2,308.5,1574,35.8,95,0
8813,123672,1,297.2,308.4,1378,41.9,97,0
8814,255993,2,297.1,308.4,1693,29.5,100,0
8815,255994,2,297.2,308.4,1462,51.2,102,0
8816,338229,3,297.3,308.5,1435,55,104,0
8817,123676,1,297.2,308.5,1425,45.8,109,0
8818,338231,3,297.3,308.6,1376,53.5,112,0
8819,123678,1,297.4,308.7,1481,48,117,0
8820,338233,3,297.4,308.7,1349,48.9,120,0
8821,256000,2,297.3,308.7,1551,40,125,0
8822,338235,3,297.4,308.7,1623,33.8,127,0
8823,256002,2,297.4,308.8,1462,49.7,132,0
8824,123683,1,297.3,308.8,1447,57.4,134,0
8825,123684,1,297.3,308.9,1799,24.5,137,0
8826,123685,1,297.3,308.8,1548,41.3,140,0
8827,123686,1,297.2,308.8,1485,47.9,143,0
8828,256007,2,297.2,308.7,1463,49.9,146,0
8829,256008,2,297.3,308.7,1587,35.8,148,0
8830,123689,1,297.3,308.8,1469,44.1,150,0
8831,338244,3,297.3,308.7,1430,42.8,153,0
8832,338245,3,297.4,308.7,1726,26.8,158,0
8833,256012,2,297.4,308.8,1651,34.1,163,0
8834,256013,2,297.4,308.8,1529,41.3,165,0
8835,256014,2,297.4,308.8,1473,46.2,167,0
8836,338249,3,297.4,308.8,1324,53.5,169,0
8837,256016,2,297.4,308.9,1708,28.8,174,0
8838,123697,1,297.5,309.1,1540,38.5,176,0
8839,256018,2,297.5,309,1320,54.7,179,0
8840,123699,1,297.4,308.9,1376,39,181,0
8841,123700,1,297.3,308.7,1542,37,184,0
8842,256021,2,297.3,308.7,1506,39.3,187,0
8843,256022,2,297.3,308.7,1492,43.6,189,0
8844,338257,3,297.3,308.8,1564,38,191,0
8845,338258,3,297.4,308.9,1645,30.8,196,0
8846,123705,1,297.4,308.9,1348,59.1,201,0
8847,123706,1,297.4,308.8,1325,62.4,204,1
8848,256027,2,297.5,308.9,1443,43.5,0,0
8849,123708,1,297.5,308.9,1436,44.8,2,0
8850,256029,2,297.5,308.9,1596,30.7,5,0
8851,256030,2,297.6,309,1491,43.2,7,0
8852,123711,1,297.7,308.9,1573,35.1,9,0
8853,256032,2,297.7,308.9,1575,39.9,12,0
8854,256033,2,297.7,308.9,1458,41.1,14,0
8855,123714,1,297.7,309,1433,41.8,16,0
8856,256035,2,297.7,308.9,1662,28.1,19,0
8857,123716,1,297.7,308.9,1327,63.7,21,0
8858,256037,2,297.7,308.9,1742,26.3,24,0
8859,256038,2,297.8,308.9,1506,33.5,26,0
8860,256039,2,297.9,309.1,1457,44.4,28,0
8861,123720,1,297.9,309.1,1488,37.3,30,0
8862,256041,2,297.9,309.1,1619,34.7,33,0
8863,123722,1,298,309.2,1558,41.7,35,0
8864,256043,2,298,309.2,1731,28.7,38,0
8865,123724,1,298,309.1,1574,34.8,40,0
8866,256045,2,297.9,309,1290,49.8,43,0
8867,338280,3,297.9,308.9,1416,39.6,45,0
8868,256047,2,297.9,308.9,1566,41.9,50,0
8869,256048,2,297.9,309,1456,46.5,52,0
8870,256049,2,297.9,309,1528,37.5,54,0
8871,123730,1,297.9,309.1,1338,49.6,56,0
8872,123731,1,297.9,309.1,1558,39.2,59,0
8873,123732,1,297.9,309.1,1614,38.1,62,0
8874,338287,3,298,309.1,1557,36.4,65,0
8875,256054,2,298.1,309.3,1443,45.3,70,0
8876,338289,3,298.1,309.3,1332,51,72,0
8877,123736,1,298.1,309.3,1752,25.2,77,0
8878,123737,1,298.1,309.2,1460,45.8,80,0
8879,256058,2,298.1,309.2,1802,26.9,83,0
8880,256059,2,298,309.2,1527,39.5,85,0
8881,256060,2,298,309.2,1458,39.8,87,0
8882,338295,3,298,309.2,1520,37.9,89,0
8883,256062,2,298,309.2,1378,49.7,94,0
8884,123743,1,297.9,309.2,1529,38.1,96,0
8885,256064,2,298,309.2,1527,32.4,99,0
8886,123745,1,298,309.2,1438,42.9,101,0
8887,256066,2,297.9,309,1583,36.7,104,0
8888,256067,2,297.8,308.9,1530,37.6,106,0
8889,123748,1,297.7,308.9,1530,39.1,108,0
8890,123749,1,297.7,308.8,2089,19.1,111,0
8891,256070,2,297.7,308.8,1616,34.2,114,0
8892,123751,1,297.7,308.9,1681,28.3,116,0
8893,256072,2,297.6,308.8,1475,43,119,0
8894,256073,2,297.5,308.7,1371,46.5,121,0
8895,123754,1,297.5,308.7,1546,38,123,0
8896,338309,3,297.4,308.6,1461,40.1,126,0
8897,256076,2,297.4,308.7,1638,31.9,131,0
8898,123757,1,297.3,308.7,1577,35.6,133,0
8899,256078,2,297.4,308.6,1532,38.7,136,0
8900,123759,1,297.3,308.5,1710,27.7,138,0
8901,123760,1,297.3,308.6,1584,29.4,141,0
8902,256081,2,297.3,308.6,1446,50.1,144,0
8903,338316,3,297.4,308.7,1522,46.3,146,0
8904,123763,1,297.4,308.7,1382,49.9,151,0
8905,256084,2,297.4,308.7,1584,38.2,154,0
8906,256085,2,297.3,308.6,1385,55.2,156,0
8907,256086,2,297.3,308.7,1592,34.4,158,0
8908,123767,1,297.2,308.6,1404,43.7,160,0
8909,256088,2,297.2,308.5,1518,44.3,163,0
8910,256089,2,297.1,308.4,1529,40.4,165,0
8911,256090,2,297.1,308.4,1550,37,167,0
8912,256091,2,297.1,308.3,1773,23.8,169,0
8913,256092,2,297.2,308.5,1446,43.7,171,0
8914,123773,1,297.2,308.5,1487,46.9,173,0
8915,123774,1,297.3,308.5,1524,49.3,176,0
8916,256095,2,297.1,308.3,1403,54.1,179,0
8917,256096,2,297.1,308.2,2267,15.7,181,0
8918,123777,1,297.1,308.2,1529,37.9,183,0
8919,256098,2,297.1,308.2,1402,51.2,186,0
8920,256099,2,297.2,308.3,1693,28,188,0
8921,256100,2,297.1,308.3,1496,45.8,190,0
8922,256101,2,297.1,308.1,1633,33.3,192,0
8923,256102,2,297.1,308.2,1399,42.6,194,0
8924,123783,1,297,308.1,1363,45.3,196,0
8925,338338,3,297.1,308.2,1527,42.2,199,0
8926,123785,1,297.2,308.2,1405,42.5,204,0
8927,123786,1,297.3,308.3,1459,59.6,207,1
8928,123787,1,297.4,308.4,1789,25,210,0
8929,256108,2,297.4,308.4,1531,41.5,213,0
8930,123789,1,297.4,308.4,1620,35.8,215,0
8931,256110,2,297.4,308.4,1571,39.4,0,0
8932,256111,2,297.4,308.4,1434,39.9,2,0
8933,256112,2,297.4,308.4,1474,43.6,4,0
8934,123793,1,297.3,308.3,1544,41.7,6,0
8935,256114,2,297.3,308.2,1601,35.7,9,0
8936,256115,2,297.4,308.3,1801,26.9,11,0
8937,256116,2,297.4,308.3,1465,42,13,0
8938,123797,1,297.4,308.4,1340,52.6,15,0
8939,123798,1,297.4,308.4,1517,41,18,0
8940,123799,1,297.3,308.4,1434,44.8,21,0
8941,338354,3,297.3,308.3,1935,19.3,24,0
8942,123801,1,297.3,308.3,1595,32.2,29,0
8943,256122,2,297.3,308.3,2188,17,32,0
8944,123803,1,297.3,308.4,1449,44.4,34,0
8945,256124,2,297.3,308.3,1471,38.2,37,0
8946,256125,2,297.4,308.2,1639,33.8,39,0
8947,123806,1,297.3,308.2,1846,24.5,41,0
8948,123807,1,297.3,308.2,1452,38.2,44,0
8949,123808,1,297.4,308.3,1483,41.9,47,0
8950,256129,2,297.4,308.3,1284,60.3,50,0
8951,256130,2,297.4,308.2,1419,50,52,0
8952,256131,2,297.3,308.1,1763,28.4,54,0
8953,123812,1,297.2,308,1478,42.5,56,0
8954,256133,2,297.3,308,1518,36,59,0
8955,256134,2,297.3,308,1447,49,61,0
8956,123815,1,297.4,308,1355,55.1,63,0
8957,256136,2,297.4,308.1,1348,57.4,66,0
8958,256137,2,297.4,308.1,1348,53.7,68,0
8959,123818,1,297.4,308.1,1734,27.7,70,0
8960,256139,2,297.3,308,1420,46.5,73,0
8961,256140,2,297.3,307.9,1797,24.7,75,0
8962,123821,1,297.3,308,1403,45,77,0
8963,256142,2,297.3,307.9,1628,30.2,80,0
8964,123823,1,297.2,307.9,1687,30.4,82,0
8965,123824,1,297.2,307.9,1456,44.9,85,0
8966,256145,2,297.1,307.9,1496,44.7,88,0
8967,256146,2,297.1,307.8,1636,30.3,90,0
8968,256147,2,297.1,307.8,1536,40.4,92,0
8969,256148,2,297.1,307.8,1454,50.6,94,0
8970,256149,2,297,307.8,1396,50,96,0
8971,256150,2,297,307.6,1575,37.4,98,0
8972,256151,2,296.9,307.6,1514,35.7,100,0
8973,123832,1,296.8,307.4,1455,49.9,102,0
8974,256153,2,296.8,307.4,1549,48.3,105,0
8975,256154,2,296.8,307.5,1474,42.4,107,0
8976,338389,3,296.7,307.4,1661,34.2,109,0
8977,256156,2,296.7,307.4,1535,34.6,114,0
8978,123837,1,296.9,307.5,1556,31.2,116,0
8979,256158,2,296.9,307.6,1435,45,119,0
8980,123839,1,296.9,307.5,1332,51.1,121,0
8981,256160,2,297,307.6,1513,42.4,124,0
8982,256161,2,297,307.7,1502,39.4,126,0
8983,256162,2,297,307.7,1315,60.1,128,0
8984,123843,1,297,307.7,1261,51.1,130,0
8985,256164,2,297.1,307.8,1406,60.4,133,0
8986,256165,2,297.1,307.8,1584,42.3,135,0
8987,123846,1,297.1,307.8,1443,43.9,137,0
8988,256167,2,297.2,307.9,1580,35.8,140,0
8989,256168,2,297.2,307.9,1825,24.6,142,0
8990,256169,2,297.2,307.9,1469,48.2,144,0
8991,256170,2,297.2,307.9,1493,38.4,146,0
8992,123851,1,297.3,308,1598,29.4,148,0
8993,338406,3,297.2,307.9,1450,37.2,151,0
8994,123853,1,297.2,307.9,1632,37.5,156,0
8995,123854,1,297.1,307.9,1980,20.3,159,0
8996,256175,2,297.2,308,1474,43.7,162,0
8997,256176,2,297.2,307.9,1540,37.1,164,0
8998,123857,1,297.1,307.9,1609,38.9,166,0
8999,256178,2,297.1,308,1467,42.8,169,0
9000,256179,2,297.1,307.9,1492,39.4,171,0
9001,256180,2,297,307.9,1493,46.1,173,0
9002,256181,2,297,307.8,1500,39.9,175,0
9003,256182,2,297.1,307.8,1477,36.6,177,0
9004,256183,2,297.1,307.9,1342,49.1,179,0
9005,123864,1,297.1,307.8,1538,34.3,181,0
9006,256185,2,297.2,307.9,1337,58.1,184,0
9007,256186,2,297.3,307.9,1417,41.8,186,0
9008,256187,2,297.4,308,1383,46.2,188,0
9009,123868,1,297.4,308,1440,42.4,190,0
9010,256189,2,297.3,307.9,1579,34.4,193,0
9011,256190,2,297.2,307.9,1441,40,195,0
9012,123871,1,297.2,307.9,1530,35.9,197,0
9013,256192,2,297.2,308,1705,26,200,0
9014,338427,3,297.2,308,1435,43,202,0
9015,123874,1,297.2,308.1,1340,61.3,207,1
9016,256195,2,297.2,308.1,1431,49.7,210,1
9017,256196,2,297.3,308.2,1396,52.7,212,1
9018,123877,1,297.3,308.1,1369,52,214,0
9019,256198,2,297.3,308.1,1615,35.4,217,1
9020,256199,2,297.2,308.1,1662,31.3,0,0
9021,256200,2,297.3,308.2,1553,33.5,2,0
9022,123881,1,297.4,308.2,1536,34.6,4,0
9023,256202,2,297.4,308.3,1548,46.6,7,0
9024,256203,2,297.4,308.3,1706,30.9,9,0
9025,256204,2,297.4,308.3,1366,45.5,11,0
9026,256205,2,297.5,308.4,1440,35.9,13,0
9027,123886,1,297.5,308.4,1685,28.1,15,0
9028,123887,1,297.4,308.3,1444,44,18,0
9029,256208,2,297.4,308.3,1395,48.7,21,0
9030,256209,2,297.4,308.3,1483,38.8,23,0
9031,123890,1,297.5,308.4,1403,44.3,25,0
9032,338445,3,297.5,308.4,1793,23.9,28,0
9033,256212,2,297.4,308.3,1723,28.8,33,0
9034,256213,2,297.4,308.2,1386,41,35,0
9035,338448,3,297.4,308.2,1585,46.2,37,0
9036,123895,1,297.3,308.1,1731,27.7,42,0
9037,256216,2,297.3,308.3,1519,37.7,45,0
9038,256217,2,297.3,308.2,1896,24.4,47,0
9039,256218,2,297.3,308.3,2358,14.9,49,0
9040,123899,1,297.3,308.3,1341,51.9,51,0
9041,256220,2,297.3,308.3,1550,37,54,0
9042,256221,2,297.3,308.3,1309,61.5,56,0
9043,123902,1,297.3,308.4,1599,32.9,58,0
9044,256223,2,297.4,308.4,1343,40,61,0
9045,256224,2,297.4,308.4,1378,39.9,63,0
9046,256225,2,297.4,308.4,1603,34.6,65,0
9047,256226,2,297.4,308.4,1664,28.1,67,0
9048,256227,2,297.3,308.4,1488,37.4,69,0
9049,123908,1,297.3,308.4,1370,50.5,71,0
9050,256229,2,297.3,308.5,1545,34.3,74,0
9051,123910,1,297.4,308.5,1566,31.4,76,0
9052,256231,2,297.4,308.6,1820,24.6,79,0
9053,123912,1,297.4,308.6,1901,22.1,81,0
9054,123913,1,297.4,308.5,1638,32.2,84,0
9055,123914,1,297.3,308.4,1521,38.2,87,0
9056,338469,3,297.3,308.4,1864,23.1,90,0
9057,256236,2,297.3,308.3,1430,41.9,95,0
9058,123917,1,297.3,308.4,1686,34.5,97,0
9059,123918,1,297.2,308.3,1326,57.2,100,0
9060,256239,2,297.2,308.3,1805,25.6,103,0
9061,338474,3,297.2,308.3,1453,45.8,105,0
9062,123921,1,297.2,308.4,1863,26,110,0
9063,256242,2,297.2,308.3,1576,35.3,113,0
9064,256243,2,297.2,308.3,1419,39.7,115,0
9065,256244,2,297.2,308.4,1833,25.2,117,0
9066,338479,3,297.2,308.4,2182,17.3,119,0
9067,256246,2,297.2,308.3,1656,30.3,124,0
9068,256247,2,297.1,308.2,1351,56.6,126,0
9069,338482,3,297.1,308.2,1790,30.3,128,0
9070,123929,1,297.2,308.2,1678,28.1,133,0
9071,256250,2,297.1,308.2,1427,45.2,136,0
9072,256251,2,297,308.1,1429,54,138,0
9073,338486,3,297.2,308.1,1770,27.2,140,0
9074,256253,2,297.2,308.1,1689,31.2,145,0
9075,123934,1,297.2,308.1,1554,41.3,147,0
9076,256255,2,297.3,308.1,1506,36,150,0
9077,256256,2,297.2,308.1,1474,44.3,152,0
9078,256257,2,297.3,308.1,1762,26.1,154,0
9079,256258,2,297.3,308.1,1566,35.7,156,0
9080,338493,3,297.3,308.1,1554,42.4,158,0
9081,256260,2,297.2,308,1869,25.4,163,0
9082,256261,2,297.3,308,1527,35.1,165,0
9083,256262,2,297.2,307.9,1309,49.6,167,0
9084,123943,1,297.2,307.9,1541,35.7,169,0
9085,256264,2,297.2,307.9,1326,75.4,172,1
9086,338499,3,297.1,307.9,1365,54,174,0
9087,256266,2,297.1,307.8,1428,43.7,179,0
9088,256267,2,297.1,307.8,1681,27.6,181,0
9089,123948,1,297.1,307.9,1662,26.9,183,0
9090,256269,2,297.2,307.9,1989,20.3,186,0
9091,123950,1,297.2,307.9,1747,29,188,0
9092,123951,1,297.2,308,1765,31.1,191,0
9093,256272,2,297.3,308.1,1568,34.4,194,0
9094,123953,1,297.3,308.1,1709,30.6,196,0
9095,123954,1,297.3,308.1,1370,58.8,199,0
9096,256275,2,297.3,308.1,1458,45.7,202,0
9097,256276,2,297.2,308.1,1712,30.9,204,0
9098,256277,2,297.3,308.1,1642,36.9,206,0
9099,256278,2,297.3,308.1,1468,49.8,0,0
9100,338513,3,297.3,308.1,1477,52.3,2,0
9101,256280,2,297.3,308.2,1446,53.5,7,0
9102,338515,3,297.3,308.2,1653,31.4,9,0
9103,256282,2,297.3,308.3,1494,38.2,14,0
9104,256283,2,297.3,308.2,1490,41,16,0
9105,123964,1,297.4,308.3,1550,47.8,18,0
9106,123965,1,297.3,308.2,1677,34.9,21,0
9107,256286,2,297.4,308.3,1854,21.8,24,0
9108,123967,1,297.5,308.5,1662,30.3,26,0
9109,123968,1,297.5,308.6,1440,38.8,29,0
9110,256289,2,297.5,308.6,1513,39.7,32,0
9111,123970,1,297.6,308.6,1389,49,34,0
9112,256291,2,297.6,308.6,1351,51,37,0
9113,123972,1,297.6,308.6,1482,38.3,39,0
9114,256293,2,297.6,308.6,1744,28.5,42,0
9115,256294,2,297.6,308.7,1476,39,44,0
9116,123975,1,297.6,308.6,1444,48.2,46,0
9117,338530,3,297.6,308.7,1659,32.1,49,0
9118,123977,1,297.6,308.7,1475,46.6,54,0
9119,256298,2,297.6,308.6,1526,42.1,57,0
9120,123979,1,297.4,308.4,1675,29.5,59,0
9121,256300,2,297.4,308.4,1525,38.7,62,0
9122,256301,2,297.3,308.3,1396,45.9,64,0
9123,256302,2,297.4,308.4,1580,41.2,66,0
9124,256303,2,297.4,308.5,1462,42.8,68,0
9125,256304,2,297.4,308.4,1426,50.4,70,0
9126,256305,2,297.4,308.5,1569,34.2,72,0
9127,256306,2,297.4,308.5,1477,40.7,74,0
9128,256307,2,297.4,308.5,1761,27.2,76,0
9129,123988,1,297.5,308.6,1486,45.9,78,0
9130,256309,2,297.6,308.6,1664,30.1,81,0
9131,256310,2,297.6,308.6,1576,32.7,83,0
9132,338545,3,297.6,308.6,1463,46.7,85,0
9133,123992,1,297.6,308.6,1585,42,90,0
9134,256313,2,297.7,308.7,1479,45.7,93,0
9135,256314,2,297.7,308.7,1449,40.2,95,0
9136,338549,3,297.7,308.8,1404,50.3,97,0
9137,256316,2,297.7,308.7,1694,29.1,102,0
9138,256317,2,297.7,308.7,1731,28.4,104,0
9139,256318,2,297.6,308.6,1522,37,106,0
9140,256319,2,297.5,308.5,1536,36.9,108,0
9141,256320,2,297.5,308.5,1373,39.9,110,0
9142,256321,2,297.5,308.5,1597,36.4,112,0
9143,256322,2,297.6,308.5,1678,34.2,114,0
9144,256323,2,297.6,308.5,1452,42.6,116,0
9145,124004,1,297.5,308.5,1447,41.6,118,0
9146,256325,2,297.6,308.5,1574,37.1,121,0
9147,256326,2,297.6,308.6,1528,40,123,0
9148,256327,2,297.7,308.7,1688,27.2,125,0
9149,256328,2,297.6,308.6,1393,40.4,127,0
9150,124009,1,297.5,308.6,1429,50.5,129,0
9151,124010,1,297.5,308.6,1347,57,132,0
9152,256331,2,297.6,308.6,1553,40.5,135,0
9153,256332,2,297.5,308.6,1260,53.6,137,0
9154,256333,2,297.5,308.6,1546,33.8,139,0
9155,256334,2,297.5,308.6,1596,36,141,0
9156,256335,2,297.5,308.5,1340,57.4,143,0
9157,124016,1,297.5,308.4,1369,54.8,145,0
9158,256337,2,297.5,308.5,1462,52.3,148,0
9159,338572,3,297.4,308.4,1487,46.2,150,0
9160,124019,1,297.5,308.6,1510,35.5,155,0
9161,338574,3,297.5,308.5,1671,28,158,0
9162,124021,1,297.5,308.5,1612,30,163,0
9163,124022,1,297.6,308.6,1509,39.7,166,0
9164,256343,2,297.6,308.6,1415,47.3,169,0
9165,256344,2,297.6,308.6,2384,14.4,171,0
9166,256345,2,297.6,308.6,1326,62.4,173,0
9167,124026,1,297.6,308.6,1390,53.4,175,0
9168,124027,1,297.6,308.7,1392,41.2,178,0
9169,338582,3,297.6,308.8,1385,44.4,181,0
9170,256349,2,297.7,308.8,1896,24.5,186,0
9171,256350,2,297.7,308.7,1474,46.8,188,0
9172,124031,1,297.7,308.8,1388,45.6,190,0
9173,256352,2,297.7,308.9,1715,27.2,193,0
9174,338587,3,297.8,308.9,1650,32.2,195,0
9175,256354,2,297.8,308.9,1871,25.6,200,1
9176,256355,2,297.8,309,1403,64.2,0,1
9177,256356,2,297.8,308.9,1518,40.4,2,0
9178,256357,2,297.9,309.1,1504,43,4,0
9179,256358,2,297.8,309,1340,56.9,6,0
9180,338593,3,297.9,309.1,1435,44.7,8,0
9181,256360,2,297.9,309.1,1507,36.9,13,0
9182,256361,2,297.9,309.1,1521,36.1,15,0
9183,124042,1,297.8,309,1576,45,17,0
9184,256363,2,297.9,309.1,1543,36.6,20,0
9185,256364,2,298,309.2,1665,36.6,22,0
9186,256365,2,297.9,309.1,1442,50.3,24,0
9187,256366,2,297.9,309,1629,29,26,0
9188,256367,2,297.9,309,1379,47.3,28,0
9189,256368,2,297.9,309,1502,40.2,30,0
9190,256369,2,297.9,309.1,1595,32,32,0
9191,124050,1,298,309,1439,38.5,34,0
9192,124051,1,297.9,309,1970,21.6,37,0
9193,256372,2,297.9,309,1562,35.8,40,0
9194,124053,1,297.9,309,1530,40.9,42,0
9195,256374,2,297.9,308.9,1393,40.6,45,0
9196,256375,2,297.9,309,1532,37.6,47,0
9197,256376,2,298,308.9,1607,37.7,49,0
9198,124057,1,297.9,308.8,1469,49,51,0
9199,124058,1,297.9,308.8,1538,37.6,54,0
9200,256379,2,297.9,308.8,1613,31.4,57,0
9201,124060,1,297.9,308.8,1602,32.1,59,0
9202,256381,2,297.8,308.7,1404,44.2,62,0
9203,256382,2,297.8,308.8,1548,36.9,64,0
9204,256383,2,297.8,308.8,1559,35.2,66,0
9205,256384,2,297.8,308.8,1621,36.1,68,0
9206,256385,2,297.8,308.8,1579,32.9,70,0
9207,124066,1,297.9,308.9,1547,44,72,0
9208,256387,2,297.9,308.8,1386,48.6,75,0
9209,256388,2,298,308.9,1406,40.9,77,0
9210,124069,1,298,309,1393,55.9,79,0
9211,124070,1,297.9,309,2456,13.9,82,0
9212,124071,1,298,309,1409,49.1,85,0
9213,256392,2,298,308.9,1390,53.9,88,0
9214,256393,2,298,309,1679,32.4,90,0
9215,256394,2,298,308.9,1508,37.1,92,0
9216,256395,2,297.9,308.8,1681,31.7,94,0
9217,338630,3,297.7,308.8,1469,43.7,96,0
9218,256397,2,297.8,308.8,1421,49.6,101,0
9219,256398,2,297.7,308.8,1354,50.2,103,0
9220,124079,1,297.7,308.8,1350,57,105,0
9221,256400,2,297.8,308.9,1282,58.1,108,0
9222,124081,1,297.8,309,1675,30,110,0
9223,124082,1,297.9,309,1525,38.5,113,0
9224,256403,2,297.9,309,1382,43.9,116,0
9225,256404,2,297.9,309,1450,46.8,118,0
9226,256405,2,298,309.1,1820,23.6,120,0
9227,256406,2,298,309.1,1822,23.5,122,0
9228,256407,2,298,309.1,1473,44.3,124,0
9229,124088,1,298.1,309.1,1572,37.5,126,0
9230,124089,1,298.1,309,2042,17.8,129,0
9231,256410,2,298.2,309.2,1922,22.6,132,0
9232,256411,2,298.2,309.1,1539,36.5,134,0
9233,256412,2,298.2,309.1,1350,52,136,0
9234,256413,2,298.3,309.1,1403,45.1,138,0
9235,256414,2,298.3,309.1,1904,20.3,140,0
9236,124095,1,298.2,308.9,1592,35.2,142,0
9237,256416,2,298.1,308.7,1556,31.6,145,0
9238,124097,1,298.1,308.8,1811,25.4,147,0
9239,124098,1,298.2,308.8,1456,41.2,150,0
9240,338653,3,298.2,308.8,1436,51.9,153,0
9241,124100,1,298.1,308.7,1362,49.6,158,0
9242,256421,2,298.1,308.7,1683,29.1,161,0
9243,124102,1,298.2,308.7,1269,60.9,163,0
9244,256423,2,298.3,308.8,1454,49,166,0
9245,256424,2,298.3,308.8,1767,27.3,168,0
9246,256425,2,298.3,308.9,1708,27.3,170,0
9247,256426,2,298.3,308.9,1862,27,172,0
9248,256427,2,298.3,308.9,1695,30.7,174,0
9249,124108,1,298.3,309.1,1488,40.6,176,0
9250,256429,2,298.3,309,1657,32.2,179,0
9251,338664,3,298.3,309,1823,25.9,181,0
9252,124111,1,298.2,309.1,1651,28.8,186,0
9253,124112,1,298.1,309,1533,36.1,189,0
9254,124113,1,298.2,309,1508,40.5,192,0
9255,256434,2,298.3,309.1,1616,31.1,195,0
9256,256435,2,298.2,309,1651,31.5,197,0
9257,256436,2,298.2,309.1,1569,35.2,199,0
9258,124117,1,298.3,309.1,1296,58.7,201,0
9259,338672,3,298.3,309,1379,43.2,0,0
9260,124119,1,298.2,309,1694,28,5,0
9261,256440,2,298.2,309,1377,57.8,8,0
9262,338675,3,298.3,309,1470,38.4,10,0
9263,124122,1,298.3,309.1,1404,47,15,0
9264,256443,2,298.3,309.1,1593,40.1,18,0
9265,124124,1,298.3,309,1526,36.9,20,0
9266,124125,1,298.3,308.9,1390,49.7,23,0
9267,256446,2,298.2,308.9,1737,25.5,26,0
9268,256447,2,298.2,308.8,1362,57.3,28,0
9269,256448,2,298.2,308.8,1666,31.5,30,0
9270,256449,2,298.2,308.8,1354,60.9,32,0
9271,256450,2,298.2,308.8,1302,60.4,34,0
9272,256451,2,298.2,308.7,1991,20.5,36,0
9273,256452,2,298.2,308.6,1353,54.1,38,0
9274,338687,3,298.2,308.7,1520,35.7,40,0
9275,256454,2,298.2,308.7,1428,54.9,45,0
9276,256455,2,298.2,308.7,1605,29.4,47,0
9277,256456,2,298.1,308.7,1691,30.3,49,0
9278,256457,2,298.2,308.7,1447,48.4,51,0
9279,338692,3,298.2,308.8,1606,39.9,53,0
9280,124139,1,298.2,308.8,1645,28.2,58,0
9281,338694,3,298.2,308.8,1470,43.3,61,0
9282,256461,2,298.2,308.9,1336,45,66,0
9283,124142,1,298.2,308.9,1414,44.3,68,0
9284,124143,1,298.3,309,1802,27.5,71,0
9285,256464,2,298.2,308.9,1683,31.7,74,0
9286,124145,1,298.2,309,1410,47.6,76,0
9287,256466,2,298.2,308.9,1605,32,79,0
9288,256467,2,298.2,308.9,1709,28.1,81,0
9289,256468,2,298.2,308.9,1444,53.1,83,0
9290,256469,2,298.2,308.9,1367,45,85,0
9291,256470,2,298.2,309,1418,44.2,87,0
9292,256471,2,298.2,309,1353,57.8,89,0
9293,256472,2,298.2,309,1643,34.1,91,0
